Job Name,label,CompanyName,Job Type,Experience Required,JD,City,Date Posted,IT,Department,Status
 Manager Public Partnerships North Job ,,, Job,2 Years Job Exp.,"Last Date to Apply: 13th December 2020As one of the leading employers in the country, Jazz epitomizes the philosophy that each Jazz employee is passionately living a better every day inspired and enabled by visionary leadership, a unique professional",Islamabad,7-Dec-22,False,Marketing Job,0
 Stream Head Corporate Sustainability Job ,,, Job,2 Years Job Exp.,"Job Title: Stream Head Corporate SustainabilityGrade: L3Last Date to Apply: 11th December, 2020As one of the leading employers in the country, Jazz epitomizes the philosophy that each Jazz employee is passionately living a better every day inspired a",Islamabad,7-Dec-22,False,Consulting Job,0
 Stream Head Digital Communications - Internal & External Job ,,, Job,2 Years Job Exp.,"Job Title: Stream Head Digital Communications &ndash; Internal &amp; ExternalGrade: L3Last Date to Apply: 11th December, 2020As one of the leading employers in the country, Jazz epitomizes the philosophy that each Jazz employee is passionately living",Islamabad,7-Dec-22,False,Consulting Job,0
 Project Coordinator Infrastructure Sharing And Special Projects Job ,,, Job,2 Years Job Exp.,"As one of the leading employers in the country, Jazz epitomizes the philosophy that each Jazz employee is passionately living a better every day inspired and enabled by visionary leadership, a unique professional culture, a flourishing lifestyle, and",Islamabad,7-Dec-22,False,Finance Job,0
 SOC Specialist Job ,,, Job,2 Years Job Exp.,"As one of the leading employers in the country, Jazz epitomizes the philosophy that each Jazz employee is passionately living a better every day inspired and enabled by visionary leadership, a unique professional culture, a flourishing lifestyle, and",Islamabad,7-Dec-22,True,Telecom Job,1
 Senior React JS Developer Job ,,"Rainsoft Financails, Pakistan", Job,5 Years Job Exp.,"Rainsoft Financials is seeking a talented Senior React Developer to join our growing team.As a Senior React Developer, you will be developing software as a service solution for the US finance industry delivering cutting-edge business processes and co",Karachi,7-Dec-22,True,Computer Software Job,0
 Business Development Manager Job ,,"AdamjeeLife Assurance Ltd., Pakistan", Job,< 1 Year,"Provides service to clients&rsquo; changing insurance needs by selling life, health, and disability insurance.Establishes productive working relationships with clients.Develops base for long-term sources of clients.Compiles lists of prospects.Determi",Islamabad,7-Dec-22,False,Insurance Job,1
 Sales Officer Job ,,"Universal Paints, Pakistan", Job,< 1 Year,"The main responsibilities of a Sales Representative revolve around the ability to network, build relationships with clients and persuade others to purchase products.There is a wide range of duties in this position, including to:Be knowledgeable about",Karachi,7-Dec-22,False,Sales Job,0
 Admin & Security Officer Job ,,"HiringEx, Pakistan", Job,Job for Fresh Graduates,"The Candidate will be required to perform day to day admin tasks and check gate passes and delievery sheets.Location Lahore, koth lakpath, near police station. Salary 18000/-",Lahore,7-Dec-22,False,Admin Job,1
 Unity 3D Game Developer Job ,,"We Play Studio, Pakistan", Job,1 Year Job Exp.,Game Pixels Studio is looking to hire 5 talented Unity 3D Game Developer having 6 months to 1 years experience in game development with Unity 3D.,Lahore,7-Dec-22,True,Computer Software Job,0
 Front End Developer Job ,,"Circle of 8, Pakistan", Job,1 Year Job Exp.,"Looking for a Front End Dev, with at least 1 year of experience.You must know these to apply for the job",Lahore,7-Dec-22,True,Web & E-commerce Job,1
 Senior Full Stack Developer Job ,,"Novacore, Pakistan", Job,4 Years Job Exp.,This is an opportunity to work with a company that values you and committed to developing solutions with greater purpose to help global community. This is a chance to join an amazing IT organization with cutting-edge technologies and work in an Agile,Islamabad,7-Dec-22,True,IT Job,0
 Laravel Developers Job ,,"Minibig Technologies, Pakistan", Job,2 Years Job Exp.,"Minibig Technologies, a digital media agency, supporting the industries of different countries through sound IT and Tech services under the domains of website, mobile applications, software, networking, digital marketing and programming with sustaina",Karachi,6-Dec-22,True,Web & E-commerce Job,0
 Sales Executive Job ,,"Sudozai Enterprises, Pakistan", Job,2 Years Job Exp.,We are looking for energetic experienced Sales and Marketing Executives in Islamabad to work with our esteemed organization in real estate sector. A minimum of 2 years experience is required with strong communication and computer skills. A Batchelor&,Islamabad,6-Dec-22,False,Real Estate Job,0
 Personal Assistant Job ,Gallery Job,"TechLanche, Pakistan", Job,Job for Students,"Personal Assistant required laborious day to day task. The candidate should be able to do basic file management, schedule management, should be atone to work with Microsoft office for document printing and drafting. Basic HR skills is a plus point.",Faisalabad,6-Dec-22,False,Admin Job,0
 Social Media Executive Job ,,"TPL Corp Ltd, Pakistan", Job,1 Year Job Exp.,"Oversees all company social media accounts management.Engages with customer/prospect interacting on scheduled posts, which enlighten audiences and promotes brand-focused messages.Coordinates social media messaging with advertising departments, brand",Karachi,6-Dec-22,False,Management Job,0
"Online  Call Center Reps - Agents, Closers, Supervisors, Manager Job ",,"TeleTec Global, Pakistan", Job,< 1 Year,"Join our growing team at TeleTec Global.TeleTec Global is hiring Call Center Representatives, Closers, Team Leaders, Supervisors for Evening and Night Shift.Call Center Agents/Managers who have worked on Cable, DME/CGM, Final Expense, Solar and Energ",Karachi,5-Dec-22,False,Sales Job,0
 Trainee Job ,,"Unicat Engineering & Services, Pakistan", Job,< 1 Year,We are looking for a trainee student for our accounts department located in Lahore.Persons located near Raiwind and surroundings are invited to apply for the role.yasin underscore glm at the rate hot,Lahore,5-Dec-22,False,Accounting Job,1
Online  Medical Sales Representative Job ,,"Biogenetics, Pakistan", Job,3 Years Job Exp.,"Organising appointments and meetings with community- and hospital-based healthcare staffIdentifying and establishing new businessDemonstrating or presenting products to healthcare staff including doctors, nurses and pharmacistsUndertaking relevant re",Lahore,5-Dec-22,False,Healthcare Job,0
 Pathologist Job ,,"Hassan General Hospital, Pakistan", Job,3 Years Job Exp.,"Male or female pathologistMBBS, DCP or MBBS, MCPS (Pathologist)",Karachi,5-Dec-22,False,FALSE,0
 Website Designer / Developer Job ,,"Magnus Communication, Pakistan", Job,2 Years Job Exp.,Web Design / Developer Responsibilities:Designing and building the website front-end.Creating the website architecture.Designing and managing the website back-end including database and server integration.Generating WordPress themes and plugins.Condu,Karachi,5-Dec-22,True,IT Job,0
 SMM Expert Job ,,"Alaadin, Pakistan", Job,2 Years Job Exp.,Also knowledge as WordpressGrapic DesigningInterested candidates are welcome to apply now,Lahore,5-Dec-22,True,Web & E-commerce Job,0
 Backend Developer Job ,,"Bell Medex, Pakistan", Job,4 Years Job Exp.,"We are looking for a Back End Developer / Software EngineerREST API in Dot Net CoreEntity Framework using Code First ApproachLINQ queries with Optimized codeDesign patters (Repository, Factory, Singleton etc)Debugging of WEB API, Deployment on Linux",Islamabad,5-Dec-22,False,Healthcare Job,0
 Frontend Developer Job ,,"Bell Medex, Pakistan", Job,4 Years Job Exp.,"We are looking for a Front End Developer / Web DeveloperHTML, CSS, Bootstrap &amp; JavaScriptReact Class / Functional Compenents, Redux, Render &amp; ECMA Script 6 conceptsSkills in Context APIs, Web Token, AuthorizationTranslating HTML into High Qua",Islamabad,5-Dec-22,False,Healthcare Job,0
Online  Senior Full Stack Engineer Job ,,"Proappd Inc, Pakistan", Job,3 Years Job Exp.,"You are a senior full stack engineer who can perform the following tasks:Develop web applications with a variety of languages and frameworks including but not limited to HTML, CSS, Javascript, Typescript, NodeJs, Material, Angular 10+, and the Server",Islamabad,5-Dec-22,True,Web & E-commerce Job,1
 Team Manager (Night Shift) Job ,,"Pro Global Technologies, Pakistan", Job,3 Years Job Exp.,Pro Global Technologies is looking for a dynamic Team Manager for its call center operations in Night Shift (Islamabad). The resource should have a proven work experience of 4-5 years in call center /BPO and should possess excellent communication and,Islamabad,5-Dec-22,False,Customer Service Job,1
 Communication Specialist (Night Shift) Job ,,"Pro Global Technologies, Pakistan", Job,< 1 Year,Pro Global Technologies is looking for candidates in night shift with outstanding communication skills and should possess strong negotiation ability. The candidate should be enthusiastic and must have a proven work experience of customer service and,Islamabad,5-Dec-22,False,Customer Service Job,1
 Business Development Manager Job ,,"Pro Global Technologies, Pakistan", Job,2 Years Job Exp.,"1+ years of sales experience selling Practice Management, EMR, and/or Revenue Cycle Management Services.Minimum of Bachelor&rsquo;s degree preferred.Proven sales producer; must prove sales track record of achieving sales quotas.Sharp communication sk",Islamabad,5-Dec-22,False,Healthcare Job,1
 Collection Officer Job ,,"Pro Global Technologies, Pakistan", Job,2 Years Job Exp.,Due to the Current Pandemic. We are offering work from home opportunitiesProGlobal Technologies is looking for candidates in the night shift with outstanding communication skills and should possess strong negotiation ability.The candidate should be e,Islamabad,5-Dec-22,False,Customer Service Job,0
 .Net Developer Job ,,"Dynovative Technology, Pakistan", Job,2 Years Job Exp.,".Net Resource Required:
Job Description:
Expertise in .NET C# with Web Application DevelopmentResponsible for analysis, design, coding, testing &amp; implementation of software deliverable in a fast-paced environment.A solid understanding of how web",Lahore,5-Dec-22,True,Computer Software Job,0
 Outbound Sales Associate Job ,,"ELEVEN Consultancy, Pakistan", Job,Job for Fresh Graduates,"Outbound Sales Associates required for Call Center of Pakistan&#39;s Leading Micro-Insurance Company (MILVIK BIMA) based in LahoreMinimum Qualification:Prepaid campaign -IntermediatePostpaid Campaign - GraduateFluent in Urdu and Punjabi
Timings: 9am",Lahore,5-Dec-22,False,Insurance Job,0
 Pharmaceutical Sales Representative Job ,,"ELEVEN Consultancy, Pakistan", Job,1 Year Job Exp.,One of the pioneer and market leader in the production of Hemodialysis Concentrates  is looking for Pharmaceutical Sales Representatives to promote their innovative as well as results oriented products and help them improve the lives of th,Lahore,5-Dec-22,False,Medical & Dental Job,1
 Content Writer Job ,,"TIME Soft Solution, Pakistan", Job,1 Year Job Exp.,"Bachelor&rsquo;s degree in English, journalism, communications, or a related field.
1-3 years of professional writing experience, especially with digital platforms.
Familiarity with keyword placement and SEO.
Portfolio of published work.
Excellent gr",Rawalpindi,5-Dec-22,True,IT Job,0
 PHP / Laravel Developer Job ,,"ABS International  , Pakistan", Job,< 1 Year,JOB DESCRIPTION:ABS International is hiring PHP developers if your education level is Intermediate it doesn&#39;t matter but if you have skills in Laravel &amp; CodeIgniter we will consider. Be part of our pioneering company that is proud of its grou,Karachi,5-Dec-22,True,Computer Software Job,1
