Experience Required,JD,Job Name
2 Years Job Exp.,"Employee will be mainly responsible for:- Configuration, installation and troubleshooting of hardware and software systems- Network administration and troubleshooting- Administration of Information Management Systems", IT Officer Job 
Job for Fresh Graduates,LORD&#39;s Consultants is seeking a Marketing officer. who has Excellent Urdu speaking skills., Marketing Officer Job 
3 Years Job Exp.,"Software Engineer is required who has experience of at least 3 years. Executing full lifecycle software developmentProgramming well-designed, testable, efficient codeProducing specifications and determine operational feasibility", Web Developer Job 
3 Years Job Exp.,"Company DescriptionOrenda is a social startup working on improving the standard of education in the country. We&#39;re a team of young, dedicated professionals, tackling Pakistan&#39;s biggest educational crisis to date. Our goal is to rekindle a cul", Senior Django Developer Job 
< 1 Year,"At Cybis Technologies (Lahore), we are looking for a Full Stack Developer - Laravel / PHP, who loves to learn, perform, and teach.Your primary responsibility would be to build world-class suite products.Troubleshoot, test, and maintain the core produ", Full Stack Developer - Laravel/ PHP Job 
2 Years Job Exp.,"Our company works with different internation clinets, Online eCommerce shops and POS.We are Looking for two developers who have 2 years of experience. Comfortable with asp.net MVC as primary. You can have multiple multiple projects simentaniously. Sh", Dot Net Developer 2 Year Experience Job 
4 Years Job Exp.,Need Urgent Computer Operator Expert in MS Office Word Excel and Networking Have Minimum Five Years Experience, Computer Operator Expert In MS Office Word Excel  Job 
1 Year Job Exp.,We are looking to hire a skilled WordPress Developer having years of experience to design and implement attractive and functional websites for our clients. You will be responsible for both back-end and front-end development including the implementati, Full Stack Wordpress And Back End Developer Job 
3 Years Job Exp.,"We are looking for a software engineer who can engineer not just code a back-bone for any business model given to him/her.If you are passionate about technology, constantly seeking to learn and improve skillset, then you are the type of person we are", Laravel Developer Job 
5 Years Job Exp.,"Job Post: WordPress Developer.Qualification: Graduates
Experience: 5+ Year Experience in Website Design and Development using WordPress in a software house or digital media house.
Post Type: Full-time, Office-based JobJob Description:Hands on experie", Wordpress Developer Job 
< 1 Year,Royal Storm Studio is looking for energetic candidate for 2d CG artist.Candidate must have BFA or any diploma in designing.Cndidate must have 1+ year experience.Candidate who can join immediately are encourage to apply., 2D CG Artist Job 
2 Years Job Exp.,"We&rsquo;re looking for smart, prolific writers to join our Packaging Team.OVERVIEWIbees is seeking a talented, self-motivated, passionate individual to join us as a key member of the Marketing Team. You should be comfortable in an open, fluid, fast-", Creative Content Writer - Packaging Campaign Job 
2 Years Job Exp.,Duties and responsibilities&middot; Develop Java-based web and internet applications&middot; Produce high quality code within given deadlines&middot; Participate in testing and system integration testing&middot; Engineer software through its complete, Java Developer Job 
2 Years Job Exp.,"We&#39;re looking for an experienced, motivated and innovative PHP Laravel &amp; WordPress Developer to join our rapidly growing digital &amp; Web agency. This is a Karachi based in-house position.", PHP / Wordpress Developer Job 
2 Years Job Exp.,STALLYONS TECHNOLOGIES is looking for a candidate with Strong Command on PHP and Laravel Framework., PHP Laravel Developer Job 
Job for Fresh Graduates,"We are hiring for a Trainee ERP ConsultantDetermining ERP needs via consultation, business process analysis, and observations.Evaluating existing IT infrastructure and recommending system improvements.Developing and configuring customized ERP solutio", ERP Functional Consultant Job 
1 Year Job Exp.,"We need a shopify plugin developer who has experienced developing shopify appsShould have good experience with node and reactPreferred next.js , shopify polaris , and client side and server side experienceShould be able to understand requirement of t",Online  Shopify Plugin Developer Job 
1 Year Job Exp.,"We are looking for PHP Developers who has exerience in building Responsive Websites. Your primary focus will be the development of all server-side logic, definition and maintenance of the central database, and ensuring high performance and responsive", PHP Developers Job 
2 Years Job Exp.,"We are looking for a Laravel developer with an eye for attention to detail, a good listen, be able to follow instructions and above all, a passinate coder.This role is full-time, permanent and remote (ie, working from home or place of your choice) to",Online  Laravel Developer Job 
1 Year Job Exp.,Must know how to write clean and well designed code according to world standardMust own the Project in order to meet the deadlines by sitting late or coming early to the officeMust be able to perform in team collaboration environment and standaloneSh, Full Stack Web Developer For Karachi Based Setup - Developer  Job 
1 Year Job Exp.,"InfinityBits is looking for a Full-Time (React.JS developer) at their office in Islamabad, Pakistan.
The salary Package is flexible based on experience.Roles and Responsibilities:
* Understand, take responsibility, and implement upon featured require", JS Developer Job 
2 Years Job Exp.,Conducting analysis of website and application requirements.Writing back-end code and building efficient PHP modules.Developing back-end portals with an optimized database.Troubleshooting application and code issues.Integrating data storage solutions, Senior PHP Developer Job 
3 Years Job Exp.,"We are looking for a Digital Marketing Manager
&bull; Minimum Years&rsquo; experience in a similar position
&bull; Hobbyist Content Writer
&bull; Passionate Tech Journalist
&bull; Manage PPC/SEO/SMM/SEM
&bull; Lead and manage the Web publishing
&bull",Online  Digital Marketing Manager Job 
4 Years Job Exp.,"Responsibilities:
&bull; Bidding and New business generation on freelancers sites
&bull; Documentation (experience in proposal writing)
&bull; Interacting directly with the client to understand project scope, propose solutions and closing deals
&bull",Online  Freelance Bidder Job 
